title,tags,servings,ingredients,ingredient_quantities,steps,rating,review_count
macaroni tuna casserole,"['tuna', '< 60 mins', 'oven', 'easy', 'one dish meal']",4.0,"['tuna', 'milk', 'cheddar cheese']","['1', '1', '1', '1/2', '1']","['prepare macaroni and cheese according to package.', 'stir in soup, tuna and milk.', 'pour into a greased 2-qt.', 'baking dish.', 'sprinkle with cheese.', 'bake, uncovered at 350 degrees for 20 minutes.']",5.0,33.0
spicy orange tofu,"['soy/tofu', 'citrus', 'beans', 'fruit', 'asian', 'vegan', 'low cholesterol', 'oven', 'refrigerator', '< 4 hours', 'oranges']",4.0,"['firm tofu', 'rice vinegar', 'soy sauce', 'canola oil', 'garlic cloves', 'green onions', 'fresh cilantro', 'red chili pepper']","['1', '1', '1/4', '1/3', '1/4', '4', '3', '1', '2', '1/4', '1 -2']","['place tofu block onto short-side and slice into 4 square  wedges (they will be thin). lay the tofu flat again, and cut the block diagonally to make 8 triangles. without separating the pieces, place tofu on a plate. cover with a paper towel, and place a heavy skillet on top. set aside for 30 minutes to drain excess water from the tofu.', 'in a medium bowl, whisk together the orange juice, vinegar, soy sauce, oils, garlic, ginger.', 'separate the pressed tofu pieces, and arrange in a baking dish in a single layer. cover with the marinade, and sprinkle with the green onion, chili strips and cilantro. cover with plastic wrap, and refrigerate for at least 30 minutes and up to overnight.', 'preheat oven to 350 degrees.', 'pour off some of the marinade, so the tofu is covered halfway. bake for 40 to 45 minutes, without turning, until the tofu is golden and most of the marinade has been absorbed.']",5.0,7.0
brown sugar salmon,"['weeknight', 'oven', 'easy', 'one dish meal']",2.0,"['brown sugar', 'butter', 'lemon juice', 'soy sauce', 'white wine', 'cooking wine', 'salmon fillets']","['1/2', '4', '2', '3', '2', '2']","['combine sugar, butter, juice, soy sauce, and wine.', 'place the salmon fillets in a baking dish and cover with the marinade.', 'marinate in the refrigerator for at least 3-6 hours.', 'bake 15-20 minutes at 400 degrees, basting every 15 minutes.']",5.0,10.0
kittencal's greek feta and olive omelette,"['cheese', 'greek', 'european', 'very low carbs', 'savory', 'brunch', '< 30 mins', 'stove top', 'easy', 'inexpensive', 'breakfast']",2.0,"['butter', 'eggs', 'baking powder', 'dried oregano', 'fresh ground black pepper', 'salt', 'feta cheese', 'pitted black olives']","['1 -2', '4', '2', '1/8', '1/8', '1/4', '1', '1/4', '1/4']","['in a bowl whisk eggs with whipping cream, baking powder, oregano and black pepper until well combined; allow to sit for 5 minutes.', 'in a medium skillet melt butter over medium heat until sizzling.', 'whisk/stir the egg mixture one more time then pour into hot skillet; cook without stirring for 3 minutes or until almost set, gently lifting the edge of the eggs with a spatula to allow any uncooked egg to flow underneath.', 'on one side of the ometette sprinkle the feta cheese and olives.', 'lift the uncovered half over the cheese and olives and cook for another 2-3 minutes.', 'slide onto a plate.']",5.0,5.0
starbucks frappuccino,"['low cholesterol', '< 15 mins', 'easy', 'inexpensive', 'low protein']",1.0,"['milk', 'sugar']","['1/2', '2', '1/4 - 1/3', '1 1/2']",['combine all in a blender and blend well.'],4.5,6.0
chicken and cheese rice bake oamc,"['chicken breast', 'chicken', 'white rice', 'poultry', 'rice', 'meat', '< 60 mins', 'easy', 'one dish meal']",6.0,"['water', 'cheddar cheese', 'white rice', 'boneless chicken breast halves']","['1', '1', '1', '3/4', '4']","['1. to freeze:  dump all ingredients into 1 gallon ziploc freezer bag.  lay flat in freezer.', '2. to cook:  thaw in refrigerator.  place all ingredients in a 2 quart shallow greased baking dish.  cover with foil.  bake at 375 degrees f for 45 minutes or until chicken and rice are cooked throughout and bubbling.']",4.5,5.0
3-ingredient sausage balls,"['high in...', 'brunch', '< 30 mins', 'easy', 'high protein']",4.0,"['breakfast sausage', 'cheddar cheese', 'bisquick baking mix']","['1', '1 1/2', '1 1/2']","['mix all ingredients together.', 'roll into small balls.', 'bake in oven for 15 minutes at 350 degrees.']",5.0,8.0
creamy grits (rice cooker),"['grains', '< 30 mins', 'easy', 'breakfast']",2.0,"['grits', 'milk', 'salt', 'butter']","['1/2', '1 1/2', '1/4', '1']","['put all ingredients into rice cooker bowl and stir to combine. set to porridge cycle.', ""about 10 minutes into the cycle, stir. (i often don't get around to this, and they turn out fine),."", 'i serve with a pat of butter and a spoonful of cherry or other preserves.']",5.0,5.0
herby tuna burgers with wasabi (low fat and healthy),"['tuna', 'japanese', 'asian', 'lactose free', 'egg free', 'free of...', 'summer', '< 60 mins', 'small appliance', 'easy', 'lunch/snacks']",4.0,"['onion', 'garlic', 'fresh parsley', 'fresh cilantro', 'low sodium soy sauce', 'tuna steak', 'wasabi paste']","['1/2', '1', '3/4', '3/4', '2', '1', '2']","['put the onion, garlic, parsley, cilantro and soy sauce into a food processor or mini chopper and blitz together for about 20 to 30 seconds until everything is blended and the herbs are finely chopped.', 'empty the herb mixture into a mixing bowl and set aside.', 'put the tuna chunks into the food processor and blitz until the tuna is ground up but not yet a paste.  this takes me about 30 seconds with the need to pulse a bit to get the stubborn chunks.', 'scrape the tuna out into the same mixing bowl you put the herb mixture into.', 'add the wasabi paste into the bowl and them combine with your hands to make sure everything is well mixed.', 'divide the mixture into four and make into four even sized patties.', 'put patties on a plate and chill in the fridge for 30 minutes.', 'take the burgers out of the fridge and heat a non-stick frying pan until it is hot and use either a bit of canola oil or a cooking spray if you want to save those extra fat grams.  though, if you keep it canola oil it is mostly unsaturated fat.  so, whatever works for you.', 'put the burger patties in the hot pan and cook for about 5 minutes on each side until they are cooked through.', 'serve.']",4.5,5.0
microwave lemon garlic broccoli,"['low protein', 'low cholesterol', 'kosher', 'free of...', 'microwave', '< 60 mins', '< 15 mins', 'small appliance', 'easy', 'inexpensive', 'vegetable']",8.0,"['fresh broccoli', 'water', 'olive oil', 'lemon juice', 'garlic cloves', 'garlic powder', 'red pepper flakes', 'salt']","['1', '1/4', '2', '1', '2', '1', '1']","['microwave broccoli and water in covered bowl on high for 6 minutes or til crisp tender.', 'while it is cooking mix the rest of the ingredients together.', 'drain cooked broccoli.', 'pour lemon garlic mixture over broccoli and mix to coat.', 'if using fresh garlic cover the dish and let sit for about 2 minutes to allow heat from broccoli to ""cook"" and remove the raw taste from the garlic.', 'if using garlic powder you are ready to serve.']",5.0,119.0
peanut butter and raisin oatmeal,"['grains', 'low cholesterol', 'microwave', '< 15 mins', 'easy', 'breakfast']",1.0,"['quick oats', 'water', 'peanut butter', 'raisins']","['1/2', '1', '2', '1/8']","['microwave oatmeal and water on high for 1 minute 45 seconds.', 'add peanut butter and raisins and stir in.', 'enjoy.']",5.0,10.0
debb's turkey stuffing,"['christmas', 'thanksgiving', 'weeknight', 'oven', '< 4 hours', 'inexpensive', 'grains']",8.0,"['pepper', 'sage', 'celery', 'onion', 'margarine', 'boiling water', 'chicken bouillon']","['12', '1', '3', '2/3', '1/2', '1/2', '1 1/2', '2']","['in large bowl, combine bread, pepper and sage.', 'set aside.', 'fry celery and onion in margarine until transparent, about 10 minutes.', 'pour over bread.', 'mix well.', 'slowly stir oxo into boiling water.', 'add prepared bouillon gradually to bread until moist through.', 'put stuffing in greased 13 x 9 glass pan.', 'bake at 350° f for about one hour.', 'stir often to pull the crusty stuffing off the bottom and create more crustiness.', ""if you prefer soft stuffing, don't stir at all.""]",4.5,12.0
quick chinese fried rice,"['rice', 'grains', 'asian', 'kid friendly', 'potluck', '< 30 mins', 'stove top', 'easy', 'white rice']",4.0,"['water', 'minute rice', 'butter', 'egg', 'onion', 'soy sauce', 'water']","['1', '1 1/3', '3', '1', '1/3', '3', '1/3']","['boil 1 cup water and the rice, stir and let stand for 5 minutes covered.', 'melt butter in skillet.', 'add egg; cook until set.', 'add onion and rice; brown.', 'mix 1/3 cup water and soy sauce; add to rice.', 'simmer 5 minutes; serve.']",5.0,44.0
baked brie with kahlua and pecans,"['cheese', 'high protein', 'free of...', 'high in...', 'microwave', '< 15 mins', 'easy', 'spreads']",10.0,"['pecans', 'kahlua', 'brown sugar']","['3/4', '1/4', '3', '1']","['microwave pecans 1 1/2 minutes.', 'mix with kahlua and brown sugar.', 'spread on brie.', 'microwave an additional 2 minutes; or bake at 350 until the topping is bubbly.', 'serve with crackers and/or apple and pear wedges.']",5.0,15.0
best scalloped potatoes & ham,"['vegetable', '< 60 mins', 'oven', 'potato']",6.0,"['ham', 'potatoes', 'onion', 'cornstarch', 'milk', 'margarine', 'salt', 'pepper']","['1', '4', '1/2', '2', '2', '2', '1/2', '1/4']","['layer the potatoes, ham and onions in a baking dish.', 'prepare a white sauce: in a medium saucepan stir milk into cornstarch while stirring with a whisk.', 'whisk until smooth.', 'add margarine, salt and pepper.', 'stirring constantly, bring to boil over medium heat; boil 1 minute.', 'pour white sauce over potatoes.', 'bake at 350f for 40 minutes or until potatoes are tender.']",4.5,9.0
caramel corn &quot;puffs&quot;,"['vegetable', 'kid friendly', '< 60 mins', 'oven', 'beginner cook', 'easy', 'lunch/snacks']",8.0,"['brown sugar', 'corn syrup', 'butter', 'baking soda']","['1', '1', '1', '1/2', '1']","['bring the brown sugar, corn syrup and butter to a boil.', 'add the baking soda and stir.', 'pour the corn puffs into a cake pan and pour the caramel over, stir to coat', 'bake at 250f, stirring every 10 minutes for 45 minutes.']",5.0,7.0
"spaghetti with garlic, hot pepper and parsley","['spaghetti', 'cheese', 'vegetable', 'european', 'spring', 'summer', 'winter', 'spicy', '< 30 mins', 'oven', 'beginner cook', 'stove top', 'easy', 'one dish meal']",2.0,"['spaghetti', 'garlic', 'salt', 'chicken broth', 'flat leaf parsley', 'romano cheese']","['3/4', '1/2', '1', '1/2', '1/4', '1', '1/4', '2']","['cook spaghetti and drain.', 'heat the olive oil in a heavy skillet along with the garlic, hot pepper flakes and salt.', 'when the garlic just starts to change color add the chicken broth.', 'cook the broth for about 5 minutes, or until it is reduced by half.', 'stir in the cooked spaghetti, parsley and cheese.', 'toss the spaghetti until thoroughly coated.', 'serve hot or cold.']",5.0,5.0
blueberry oat scones,"['quick breads', 'breads', 'berries', 'fruit', 'european', '< 60 mins', 'oven', 'scones']",10.0,"['flour', 'quick oats', 'sugar', 'baking powder', 'salt', 'nutmeg', 'butter', 'egg', 'orange zest', 'frozen blueberries', 'butter', 'sugar']","['1 1/2', '3/4', '1/3', '2', '1/4', '1/4', '1/3', '1', '1/2', '1/2', '1/2', '1', '2']","['preheat oven 375.', 'grease cookie sheet.', 'combine the flour,oats,sugar,baking powder salt& nutmeg.', 'mixing well.', 'cut in the butter until mixture is crumbly.', 'in a small mixing bowl,beat the egg slightly,beat in orange juice& peel.', 'add the egg mixture to the flour mixture,and stir just enough to blend.', 'stir in berries.', 'knead into a small ball.', 'put onto a cookie sheet,& with floured hands,& press into a 8 inch circle.', 'cut into 10 wedges.', 'do not separate,then brush the top of the dough with melted butter.', 'sprinkle with sugar.', 'bake 20-25 minutes or until golden.']",4.5,6.0
"potato, green bean and bacon chowder","['pork', 'potato', 'vegetable', 'meat', 'low protein', '< 60 mins', 'stove top', 'chowders']",6.0,"['bacon', 'onion', 'potatoes', 'water', 'sour cream', 'milk', 'frozen green beans', 'pepper', 'parsley']","['8', '1', '2', '1', '1', '1', '1 3/4', '1', '1/8 - 1/4', '2']","['fry bacon until crisp in large dutch oven or stock pot.', 'add onion and saute for 2 or 3 minutes.', 'pour off fat; add potatoes and water.', 'bring to boil, cover and simmer 10 to 15 minutes, or until potatoes are tender.', 'stir in soup and sour cream.', 'gradually add milk.', 'add green beans.', 'add pepper and parsley.', 'heat to serving temperature.', 'do not boil.']",5.0,10.0
chicken stir-fry,"['chicken breast', 'chicken', 'poultry', 'meat', 'chinese', 'asian', 'kid friendly', '< 30 mins', 'refrigerator', 'stove top', 'stir fry', 'easy', 'one dish meal']",4.0,"['boneless skinless chicken breast', 'soy sauce', 'garlic powder', 'peanuts', 'cashews', 'minute rice']","['1', '1', '1', '2', '1', '1', '2']","['cook cut cup chicken breast strips in salad dressing in large skillet on medium high for 3 minutes or until done.', 'add vegetables.', 'stir in soy sauce and garlic powder.', 'continue cooking 5 minutes or until chicken is cooked through (add more soy sauce & garlic powder if desired).', 'you may add peanuts or cashews now or set on table and sprinkle on top of stir-fry.', 'prepare minute rice according to package directions.', 'serve over rice or noodles.   i do not add the peanuts or  cashews until the dish is on the table.  each individual may then add (or not add) peanuts or cashews to the recipe.  i normally serve in two bowls, one bowl for the rice and the other for the chicken-stir-fry.  the peanuts or cashews are served in a small bowl with a spoon.']",4.5,25.0
sarah's potato barley soup,"['potato', 'grains', 'vegetable', 'canadian', 'low cholesterol', 'healthy', 'winter', 'weeknight', 'freezer', 'stove top', '< 4 hours', 'easy', 'one dish meal']",6.0,"['onion', 'garlic', 'potatoes', 'carrots', 'bay leaves', 'barley', 'salt', 'pepper', 'thyme', 'marjoram']","['1', '3', '3', '2', '2', '3/4', '8', '1/2', '1/2', '1/2', '1/2']","['saute the onions, garlic and potatoes in a little bit of the broth for about 5 minutes or till softened.', 'add everything else and cook for about 45 minutes.', 'take out bay leaves before serving!']",4.5,17.0
ww hunan shrimp - 5 points,"['brown rice', 'rice', '< 60 mins', 'stir fry', 'one dish meal']",4.0,"['medium shrimp', 'cornstarch', 'cornstarch', 'low sodium chicken broth', 'reduced sodium soy sauce', 'canola oil', 'fresh ginger', 'onion', 'red bell pepper', 'green bell pepper', 'asparagus', 'cooked brown rice']","['1', '1', '2', '1/2', '2', '1', '1', '1', '2', '1', '1', '1', '1/2', '2']","['comine the shrimp with 1 tbl of the cornstarch in a medium bowl; toss well to coat and set aside.', 'combine the broth, soy sauce, black bean sauce, chili-garlic sauce and the remaining 2 tsps cornstarch in a small bowl; set aside.', 'heat a nonstick wok or a large, deep skillet over medium-high heat until a drop of water sizzles.', 'swirl in 2 tsps of the oil, then add the shrimp.', 'stir-fry until just opaque in the center, about 3 minutes; transfer to a plate.', 'swirl in the remaining 1 tsp oil, then add the ginger and onion.', 'stir-fry until fragrant, about 1 miunte.', 'add the bell peppers and asparagus; stir-fry until crisp-tender, about 2 miunutes.', 'add the shrimp and broth mixture.', 'cook, stirring constantly, until the mixture boils and thickens, about 1 minute.', 'serve over rice.']",4.5,7.0
"lenten lentils, oaxacan-style","['pineapple', 'lentil', 'tropical fruits', 'beans', 'fruit', 'mexican', 'low protein', 'vegan', 'low cholesterol', 'healthy', 'spicy', 'sweet', '< 4 hours', 'one dish meal']",4.0,"['dried lentils', 'water', 'garlic', 'garlic', 'plantain', 'unsweetened pineapple slices', 'tomatoes', 'clove', 'allspice']","['3/4', '4', '2', '1/2', '1', '2', '1/2', '1', '10', '2', '1/4', '1/2']","['bring lentils and water to a boil, with 2 halved garlic cloves and 1/2 white onion.', 'reduce heat, then cover and simmer over low heat about 20 minutes or until lentils are tender but not mushy.', 'drain and reserve lentil cooking liquid.', 'at this point, i like to fish out the garlic halves but leave the onion, which breaks down in the lentils.', 'season with salt.', 'heat oil in large saucepan and saute chopped white onion and the 2 minced garlic cloves until onion is soft.', 'add plantain, pineapple and tomatoes; cook until plantain is soft, anywhere from 15 to 25 minutes.', 'add lentils and some reserved lentil cooking liquid.', ""continue cooking until mixture thickens a little; add more cooking liquid or even some vegetable or chicken broth if necessary so lentils aren't dry."", 'serve garnished with fried plantain slices.']",5.0,5.0
healthy crock pot chili,"['turkey breasts', 'chicken', 'poultry', 'black beans', 'beans', 'meat', 'low cholesterol', 'healthy', 'weeknight', 'chicken breast']",10.0,"['chicken breasts', 'bell peppers', 'onion', 'chili powder', 'cumin', 'black beans', 'green chilies', 'stewed tomatoes']","['2', '3', '1', '1', '1/2', '2', '1', '1', '1']","['chop peppers, onion and chicken into bite size pieces.', 'saute the above with spices until vegetables are soft and chicken is no longer pink.', 'dump chicken mixture into crock pot with green chilis (drained), corn, tomatoes and only one can of beans (drained).', ""puree remaining can of beans in it's own liquid with hand blender or food processor."", 'add to crock pot and cook for 4-6 hours on low.']",4.5,7.0
weight watcher oven fried fish,"['high in...', '< 30 mins', 'easy', 'high protein']",6.0,"['white cornmeal', 'dried dill', 'salt', 'pepper', 'paprika', 'skim milk', 'butter']","['1 1/2', '1/4', '1/4', '1/2', '1/2', '1/8', '1/2', '1/3', '3']","['preheat oven to 450 degrees.', 'in a shallow dish, like a pie plate, combine all dry ingredients.', 'place milk in another shallow dish.', 'dip fish in milk, then in crumb mixture.', 'place in pan coated with cooking spray.', 'drizzle with melted butter.', 'bake for 10 minute or until fish flakes apart with fork.']",4.5,19.0
tuna salad sandwich with raisin bread,"['tuna', '< 60 mins', 'easy', 'lunch/snacks']",2.0,"['low-sodium tuna in water', 'light mayonnaise', 'miracle whip light', 'dijon mustard', 'celery', 'onion', 'pepper', 'celery seed']","['1', '1', '1', '1', '1', '1/4', '1/4', '1/8', '4']","['mix together the tuna through celery seeds.', 'if possible, chill at least 1/2 hour.', 'spread on 2 slices of bread and top with the other 2 slices.']",5.0,11.0
bacon wrapped smoked gouda stuffed chicken breasts,"['chicken', 'pork', 'poultry', 'meat', 'very low carbs', 'high protein', 'high in...', '< 30 mins', 'chicken breast']",4.0,"['boneless chicken breasts', 'bacon', 'smoked gouda cheese', 'cayenne', 'garlic powder', 'paprika', 'pepper']","['4', '4', '3 -4', '1/4', '1/2', '1/2', '1/2']","['combine, cayenne, garlic powder, paprika and pepper.', 'flatten chicken breasts to approx 1/4"" thickness.', 'season both sides of chicken with the cayenne mixture.', 'place small piece (s) of cheese on chicken and roll up, pressing firmly.', 'wrap each stuffed breast with a bacon slice and then brown over medium heat until bacon just begins to crisp.', 'bake in a 350 oven for 20 minutes.']",5.0,51.0
hamburger helping mix (in a jar),"['< 15 mins', 'easy', 'inexpensive', 'one dish meal']",6.0,"['cornstarch', 'beef bouillon powder', 'dried basil', 'dried thyme', 'black pepper', 'dried parsley', 'garlic powder', 'ground beef', 'water', 'macaroni noodles', 'chopped tomatoes', 'chili powder', 'hamburger', 'ground beef', 'water', 'hamburger', 'sour cream', 'ground beef', 'water', 'potatoes', 'hamburger', 'ground beef', 'hamburger', 'onion', 'water', 'tomato sauce', 'parmesan cheese', 'mozzarella cheese']","['2', '1', '1/4', '2', '1', '1', '1', '2', '1', '1', '1', '1/2', '2', '1', '1/2', '1', '2', '1/2', '2', '1/2', '1', '3/4', '6', '1', '1/2', '1', '1/2', '1', '2', '1', '3', '1/4', '2']","['mix the ingredients together and store in an airtight jar.', 'attach the recipes to the jar:', 'chili mac:', 'brown ground beef and drain.', 'add remaining ingredients.', 'combine well and simmer 20 minutes or until macaroni is cooked.', 'stroganoff:', 'brown ground beef and drain.', 'add water, mix, and uncooked egg noodles.', 'simmer 20 minutes or until noodles are tender.', 'stir in sour cream and serve.', 'potato beef casserole:', 'brown ground beef and drain.', 'add rest of ingredients.', 'simmer, covered, until potatoes are tender, about 30 minutes, stirring occasionally.', 'remove cover and cook until excess water has evaporated.', 'quick lasagna:', 'brown ground beef and drain.', 'add mix, onion, water, tomato sauce, lasagna noodles and parmesan cheese in large skillet.', 'bring to a boil.', 'reduce heat to simmer.', 'simmer for 15 minutes or until noodles are cooked.', 'top with mozzarella cheese.', 'turn off heat and let cheese melt.']",4.5,11.0
cantaloupe and watermelon salad,"['southwest asia (middle east)', 'low protein', '< 15 mins', 'fruit']",4.0,"['cantaloupe', 'watermelon', 'mint leaves', 'feta cheese', 'lime juice', 'walnuts', 'honey']","['2', '2', '2', '3', '2', '1', '1', '1']","['mix fruit nuts and mint  together', 'whisk juice and oil and honey together', 'toss the  feta in to the dressing', 'toss with fruit.']",5.0,8.0
salmon salad pita pockets,"['vegetable', 'canadian', 'kid friendly', '< 15 mins', 'no cook', 'beginner cook', 'easy', 'inexpensive', 'lunch/snacks']",4.0,"['salmon', 'light mayonnaise', 'light sour cream', 'fresh dill', 'dill weed', 'lemon juice', 'cayenne pepper', 'lettuce leaves', 'english cucumbers', 'alfalfa sprout']","['2', '2', '2', '4', '1', '1', '2', '4', '1', '1']","['in bowl, stir together, salmon, mayonnaise, sour cream, dill, lemon juice and pepper cut each pita in half and open to form pocket, line with 1 lettuce leaf and stuff with in a quarter of the salmon mixture, cucumber and sprouts, if using.']",4.5,7.0
smoky roasted chicken and corn chowder,"['chicken', 'poultry', 'corn', 'vegetable', 'meat', 'low cholesterol', 'healthy', '< 30 mins', 'easy', 'chowders']",6.0,"['bacon', 'celery', 'red bell pepper', 'garlic', 'fresh thyme', 'dried thyme', 'all-purpose flour', 'chicken broth', 'evaporated milk', 'diced tomatoes', 'hickory flavored barbecue sauce', 'fresh ground black pepper', 'salt']","['4', '1', '1/2', '1/2', '2', '1', '2', '1 1/2', '1', '1', '1', '2', '1', '1/2', '1/4']","['cook chopped bacon in a large non-stick soup pot over medium-high heat until lightly browned but not crisp.  stir in onions, celery, red pepper, and garlic.  cook and stir until vegetables begin to soften, about 5 minutes.', 'add thyme and flour.  mix well.  stir in broth and evaporated milk.  bring mixture to a gentle boil and stir continuously until soup thickens slightly.', 'reduce heat to medium-low.  stir in remaining ingredients.  cover and let simmer for 10 minutes, stirring occasionally.  serve hot.']",5.0,5.0
cauliflower popcorn - roasted cauliflower,"['cauliflower', 'vegetable', 'low protein', 'vegan', 'low cholesterol', 'kid friendly', 'sweet', 'oven', '< 4 hours', 'easy', 'lunch/snacks']",4.0,"['cauliflower', 'cauliflower', 'olive oil', 'salt']","['1', '4', '1']","['preheat oven to 425 degrees.', 'trim the head of cauliflower, discarding the core and thick stems; cut florets into pieces about the size of ping-pong balls.', 'in a large bowl, combine the olive oil and salt, whisk, then add the cauliflower pieces and toss thoroughly.', ""line a baking sheet with parchment for easy cleanup (you can skip that, if you don't have any) then spread the cauliflower pieces on the sheet and roast for 1 hour, turning 3 or 4 times, until most of each piece has turned golden brown."", ""(the browner the cauliflower pieces turn, the more caramelization occurs and the sweeter they'll taste)."", 'serve immediately and enjoy!', ""where i got it:  i originally heard about this recipe at gail's recipe swap, where josh posted it and many folks tried and loved it.""]",5.0,149.0
skinny gravy,"['poultry', 'meat', 'christmas', 'thanksgiving', '< 15 mins', 'chicken']",4.0,"['swanson chicken broth', 'turkey broth', 'olive oil', 'cornstarch', 'water']","['1', '1', '1', '2', '4']","['shake can of stock and pour into a sauce pan, add beef cube, olive oil and bring to a simmer.', 'in a small bowl combine the corn starch with some water about 4 tablespoons, and stir.', 'when stock comes to a boil add corn starch slurry.', 'whisk.', 'the mixture will start to become thick, when the consistency is to your liking remove from heat.', ""if it doesn't thicken enough repeat step 2, by adding another portion of slurry.""]",4.5,9.0
pierogies casserole,"['weeknight', 'oven', '< 4 hours', 'potluck']",6.0,"['cottage cheese', 'egg', 'dill', 'cheddar cheese', 'mashed potatoes', 'salt', 'butter', 'onion', 'bacon']","['12', '2', '1', '1', '1', '1 1/2', '1 1/2', '1', '2/3', '1', '3/4']","['preheat oven to 350f degrees.', 'cook noodles until just soft.', 'rinse, set aside.', 'lay 4 noodles in bottom of greased 9x13 pan.', 'combine cottage cheese, egg and 1 teaspoons onion salt.', 'spread over the 4 noodles in pan.', 'lay 4 more noodles over top.', 'combine the dill,cheese, mashed potatoes and 1 teaspoons onion salt.', 'spread on the noodles in the pan.', 'lay final 4 noodles on top.', 'heat butter in a skillet and saute the onion and bacon until onion is soft and bacon bits are nearly cooked.', 'pour over top of final noodle layer.', 'cover and bake 1/2 hour and serve with sour cream.']",5.0,7.0
herbed tomatoes,"['< 60 mins', 'easy', 'inexpensive', 'vegetable']",4.0,"['whole tomatoes', 'herb seasoned stuffing mix', 'onion', 'sugar', 'salt', 'dried oregano', 'dried rosemary', 'butter']","['28', '1 1/4', '1', '1 1/2', '1', '1/4', '1/4', '1']","['preheat the oven to 375 degrees.', 'cut the tomatoes in quarters; reserve the juice that accumulates when you cut them.', 'in a large bowl, combine the tomatoes, accumulated juice, 1 c stuffing mix, onion, sugar, salt, oregano and rosemary.', 'mix well and pour in a greased 1 quart casserole.', 'sprinkle the remaining 1/4 stuffing mix on top of the tomatoes and dot with butter.', 'bake at 375 for 45 minutes.']",5.0,8.0
v's chunky guacamole,"['low protein', 'low cholesterol', 'healthy', 'kid friendly', 'brunch', '< 30 mins', 'beginner cook', 'easy', 'mexican']",10.0,"['avocados', 'roma tomatoes', 'lime', 'salt', 'coarse black pepper', 'garlic powder', 'white pepper']","['8', '3', '1', '1', '1/2', '1', '1', '1/2', '1']","['cut avocado and remove from skin. place in a bowl and drizzle lime juice to prevent from browning.', 'mash avocados with a fork.', 'chop tomatos, onions, pepper and add to avocados and mix.', 'add salt, pepper and garlic powder.', 'taste, add more salt or garlic powder depending on taste.', 'serve with corn tortilla chips.', 'enjoy with your favorite people!']",5.0,5.0
my tuna casserole,"['tuna', '< 60 mins', 'oven', 'easy', 'inexpensive', 'one dish meal']",6.0,"['tuna', 'mushrooms', 'milk', 'salt', 'fresh ground black pepper', 'butter', 'carrot']","['12', '2', '1', '2', '1 1/2', '1/2', '1/4', '1', '6', '1', '1/2']","['in small bowl, combine melted butter and crushed saltines and set aside to use for topping.', 'combine 1 and 1/2 cans of soup, milk, salt, and pepper in large bowl.', 'add all remaining ingredients (except saltines), combine well, and pour into in a greased 13 x 9 baking dish.', 'sprinkle buttered saltine crumbs all over the top, and bake at 350 degrees for 20-30 minutes, or until heated through.']",5.0,15.0
mexican pork chops with veggies  (5 ww points),"['pork', 'meat', 'mexican', 'low cholesterol', 'healthy', '< 60 mins', 'one dish meal']",4.0,"['boneless pork cutlets', 'green bell pepper', 'onion', 'tomatoes and green chilies', 'corn', 'salsa', 'oregano', 'ground cumin']","['16', '1', '1', '1', '2', '1/2', '1 1/2', '1/2']","['preheat oven to 350.', 'brown pork chops in a hot skillet sprayed with cooking spray-- approximately two minutes per side.  transfer the pork to a large casserole dish.', 'spray the same skillet with cooking spray, add the peppers and onions, and cook until tender. add all the remaining ingredients and cook, stirring often, for about five minutes or until heated through.', 'pour the corn/tomato mixture from the skillet over the pork chops.', 'cover with foil, and bake for 45-50 minutes or until pork is cooked through.']",5.0,13.0
beef or veal alla pizzaiola,"['vegetable', 'meat', 'european', 'weeknight', 'oven', 'stove top', '< 4 hours', 'veal']",4.0,"['beef round steak', 'olive oil', 'salt', 'pepper', 'garlic', 'fresh italian parsley', 'oregano', 'onion', 'white button mushrooms', 'green pepper', 'italian plum tomatoes']","['2', '1', '1/4', '1/8', '2', '1', '1 -2', '1', '1/2 - 1', '1/2 - 1', '1']","['coat the bottom of a large pan with olive oil.', 'using your hands, crush the canned tomatoes and add about half of them to the bottom of the pan.', 'add half of the salt, pepper, garlic, parsley, oregano and onions to the pan (only add the mushrooms to the top layer).', 'place the meat on top of this mixture.', 'cover the meat with remaining crushed tomatoes, salt, pepper, garlic, parsley, oregano, mushrooms and onions.', 'cover pan tightly and cook over a low flame for about 1 1/2 to 2 hours (until meat is tender).', 'add the green peppers to the pan for the last 15 minutes of cooking time.', 'to prepare this in the oven instead of stove top, use a shallow roasting pan, (follow above directions), cover pan tightly and bake at 325°-350°f for 1 1/2 to 2 hours (until meat is tender).', 'serve with potatoes or rice and a green salad.']",4.5,7.0
carrot potato pancakes,"['potato', 'vegetable', 'healthy', '< 60 mins', 'easy', 'lunch/snacks']",5.0,"['carrot', 'russet potato', 'unbleached white flour', 'egg', 'dried thyme', 'salt', 'ground black pepper']","['1', '1', '1', '1', '1', '1/4', '1/4']","['in a large bowl, combine all the ingredients.', 'lightly spray a nonstick skillet with nonstick cooking spray; turn on the heat.', 'drop potato mixture by 1/4 cup measures into the skillet, flattening the pancakes with a spoon, if necessary.', 'fry until lightly browned on one side,about 3 minutes.', 'turn over and fry on the other side another 3 minutes.', 'drain on paper towels.', 'serve warm.']",5.0,8.0
